eLqqAx5gYveT4yQO,gQITn8ISORHCstIl,2018-10-20,2019-08-14,120,20
EWudcSd4jdHnDrDt,UANquqK8lQQMEtZx,2019-03-02,2019-05-06,120,20
1DMmZ3l4kshFkGnT,JRX8U2rdHFE4KSZf,2019-11-17,2019-12-09,100,15
QTqEvAZ5ZwkKPbA0,Gr9RuPb62gKNYkLz,2019-11-24,2019-12-02,120,20
RLbh6ZXQ8iN7e03f,eVPfcxNC4Yu1Wd7a,2017-07-25,2018-12-08,100,15
5c0JPT400QdCw8B8,EmumYGrmbujIxV36,2019-06-29,2019-12-03,120,20
JBH4YA1YdUvC5xrr,dNxLVxnAxytCyWr5,2018-11-08,2019-06-28,100,15
ZYi4tkMXq32v3Vs7,VZzUlsEj1itbjXv0,2019-11-24,2019-12-10,-1,25
9ZTGWzOooZMwhqC1,g9WLehsZ8fmLkdck,2019-06-02,2019-11-19,120,20
ksOlodWt1yc13Yoe,q5eLocFlzetY1HxA,2018-09-27,2019-09-21,120,20
WBoEspCDlE8RWkl0,bFvdwqOYad8erDnH,2018-10-09,2019-04-18,100,15
REgoujYySH9xNrtb,RidpDQOBlZQ7NO0W,2019-02-05,2019-03-01,120,20
dejL4Z1pT3IoJ4vz,u8hTwGUEUWj58C0A,2017-11-15,2018-05-08,100,15
Fpvn3al8HYz0sUDI,SRnziicJVrF0bqMO,2019-07-03,2019-07-26,-1,25
pbcjfpHu0mcLdYue,4ced3WKsRZMZ5P6O,2017-10-03,2018-07-30,120,20
AtXkOZfTghAbI8s4,znNZKwIRRmd0sRCv,2016-08-10,2019-09-09,100,15
1khfwdUfCNdsjGh8,uYQcp8P2shVUFcyB,2019-07-02,2019-08-09,100,15
verY8ZeJ60GTGsvb,6Jh7TWMYSBzkqKGB,2019-04-18,2019-05-10,100,15
NaQPVZtCem7aYcnh,xYRk7fVhTd7k26wW,2017-08-14,2018-03-19,100,15
rKc5BZ4qSifP6Ntd,68fDeQ38Gt8BRW0Z,2017-12-06,2018-09-12,120,20
qqlNuGg8epqgN7IB,g6dCmiNRdC7AbZIr,2018-04-19,2019-03-10,120,20
6pcGcGqi1sedd5D7,yryfzuBqYrvJFhM2,2018-08-31,2018-12-16,-1,25
kCh8J5LXE5n5N12C,I7qh5kGARbRrx7Aa,2017-09-24,2018-07-16,120,20
WT0dsXJLoHoFclPl,AJOGcb7engOKQoYY,2019-06-05,2019-08-30,120,20
4HDdz7mYMsYgizEe,r66E9vjXAJJ9DHLU,2017-06-09,2019-11-20,100,15
f4OpTSG0dokucAcc,kS2igHmMAIUVIJZH,2018-10-25,2019-07-01,100,15
QncodKlKNSS2JqH6,YAXbKKo6ToCkax6h,2018-02-26,2018-12-08,100,15
QYOz7gGnkehXNyZ5,NI41M2ugUsp9QAJy,2019-05-20,2019-10-25,-1,25
7ga2m5UXLaUAWlov,TZQwIBKqyYQVLZhY,2019-09-13,2019-11-19,-1,25
JdU7iQwctdNwxmPP,MpOej2zXdc37IYqa,2019-09-13,2019-10-20,100,15
1GirLrAgfJMZtYvl,VCuBQCMM0rhxTzVj,2018-04-04,2019-05-08,100,15
7v2XTeCIzr4GP79d,IG8JT19SLt1Bteyb,2019-08-19,2019-12-06,100,15
Qc0fMVlUvINhe5Lr,fAbWDpmNpk9zOaBW,2019-02-05,2019-08-19,120,20
MHrFOpvcYhB8vC1E,qY2DI6GBfFP7rvWj,2018-11-14,2019-01-14,-1,25
7mbfqDFQjpkcUDVr,Tel251OxE26ndkFu,2018-03-27,2019-05-28,120,20
VlIs8tg260UjBwty,xhzKmHW8Uub9HFI6,2019-10-03,2019-12-05,120,20
JYhopkcG0b9yulPh,0CAdfWQVwaIIerdi,2018-08-09,2019-01-01,-1,25
PIFmOi2YJvBv871k,CnMaoqhxNFkzuW9W,2018-09-05,2018-10-10,100,15
JfwBHrqxCMrwCeLH,NTRAnCI1x8QbARgx,2019-08-19,2019-11-01,-1,25
TL00i7qV98yxJ2Gx,sWADsg9xgHVSaXFI,2017-11-04,2018-07-08,120,20
ikXNw9ZcbnS8MxR2,aatLgY3Iu4m2BLYk,2019-06-05,2019-11-28,100,15
Avl1VtYxj3IgALdk,8MUfLVlTUxFORAyD,2018-05-01,2018-06-21,120,20
icoJ3ErhqYLB4XGl,2Z0PUBzmUAK6fBcE,2019-06-05,2019-10-10,-1,25
PzACKmKkCLntzP8H,5PzSOliwUc3dIVSt,2016-09-02,2017-02-10,100,15
yKhdoeeiy4iLmElq,wz4qpHvoCq73vdoi,2019-04-13,2019-04-14,120,20
bK4uOXM1AsT13ozE,k6U6RcJOhYUwXuqC,2019-08-03,2019-10-11,-1,25
OZmCenrcL0A4ietZ,Hdyo6gbDXP3lwEEe,2018-10-05,2019-03-23,120,20
G9GmBuha9CmDxztn,4tiQXphoev0BZy0m,2019-09-15,2019-11-21,-1,25
ZuBi3hdrKkInkt1U,RffTk7nrJ6clpCOE,2017-09-25,2019-01-16,120,20
VpD30cRMxCLvSPeH,z7vvvGZNbpK0v3xp,2018-12-19,2018-12-29,-1,25
VCQgxoiqroK2Tgpi,dyK87yZxwZUdxC9R,2017-09-28,2019-09-29,100,15
PvyHEtEYRl4YXMxn,DlEwlwVxvqEzVtpG,2019-05-20,2019-09-30,-1,25
FKz5jst17jOwgcUh,mbsBqL9mQHTYIoyK,2019-10-17,2019-11-27,120,20
Eh9mBiO4EhNq3N6Y,o9ktRsqaJ7wPvRQM,2019-09-19,2019-10-13,-1,25
1zDqYROOUyJl027x,tTUuv8rearE6JETe,2019-05-17,2019-10-26,-1,25
DXRaqSq9SuuEXUCX,ZqSOSpmL7FbKA2nk,2018-12-15,2019-01-13,-1,25
NTmeKRyABvvSBkeg,FuDif8pQO0Fsstcy,2018-10-04,2019-10-04,-1,25
zwnXNK5MRNtaYKGR,TOUzanZJmkHJJ5nq,2019-09-04,2019-09-26,120,20
PyqNecH6hbUHoliw,jViX2WRCarSpwTOZ,2019-08-20,2019-09-30,-1,25
JTXXSVwkc00tBmGt,7yA1F7GLkNuBAOvR,2019-08-14,2019-10-20,-1,25
arnZDYzRgbfnKp7z,4L7KyIR8WYCMVF1g,2019-12-13,2019-12-14,100,15
r1cx9YdAnwO0sNZe,ZlZkSKqy0r198EMA,2019-03-09,2019-05-03,100,15
w1qsr7cRlI1g1wSP,9vFM0VRbFRuX5dbG,2018-07-02,2018-10-14,120,20
mejOqIrOWvRgsJya,msNSXkuISjS8lTuP,2017-06-15,2019-02-04,100,15
DMO0XydReiBslWPp,3hxht6h7OmmLatka,2018-09-05,2018-11-10,-1,25
5Nnow3YKkYqvdGiP,SZRhhBJTWklH5vq3,2018-08-12,2019-09-07,-1,25
w9ZYWZoN7PRTJKMi,ADVIiuUnBjPNwjly,2017-08-28,2018-01-09,100,15
ecNdxeQ0qmMWQ3dK,MY0BhM7WzH3Lsxny,2016-06-10,2016-10-29,100,15
RleynJJqZ3K7J02B,JkJFWQnAGtalnyyk,2017-02-12,2019-01-14,100,15
SUj7SPqbVifjIZBe,qrTHaxm0YxCmsSx1,2016-10-17,2019-05-04,100,15
h7js5ltt8GlX1YEX,HQg0ArYSMd19usI6,2019-08-05,2019-10-12,-1,25
3NilTut7t9SN5tZB,wmHQAwadBw7zNAkA,2019-05-11,2019-07-03,120,20
TRgRUt0vVU7NY2mX,95Z4dcQv33JmBnpi,2019-01-21,2019-07-17,-1,25
IMM25nV0JmzFbMNr,6YsM8vzBxvlATawo,2019-03-25,2019-09-15,120,20
THmJM8fdcYniavpz,uABSMLml1IoXf96l,2018-08-09,2018-12-02,-1,25
uf1YLGD1RGE0WPUI,rYEudY5NNhVOB6eD,2019-07-17,2019-10-05,-1,25
8TYaD4H4AP6Iq084,aYGbeE2l6pWWNDcB,2018-10-10,2019-10-15,100,15
S77Ol7AGQjCw61Ka,8z5fgAt3LWAgfKGd,2019-11-25,2019-12-02,-1,25
bEhh7JOlnd9dLnqW,2YRGRuLtaQZ8GgYq,2017-05-15,2017-11-16,100,15
yLXtB8G84n3Eh31h,JUPaSkxMmaoViEIw,2018-05-28,2019-10-28,100,15
DqU4uNxqqqrMYLzJ,xFcLZskJc38UElMO,2019-12-12,2019-12-13,100,15
McN2o5ihh3TzzQGG,93FTkPQtpzLsnZ2G,2019-09-19,2019-09-25,120,20
VSdvjStqAGNBW5np,8um2XvkNAj0HDs3N,2018-10-23,2018-10-29,100,15
clnSMEoNvr4DrP0R,RWy3hOeMbxtZ84yr,2018-11-02,2019-09-14,-1,25
CrdlpsapPqlzIVBn,C2RGg76vBTeRzxiI,2018-03-31,2018-11-27,100,15
DvEf9b7ox7fbSpMC,28NKhIuc3bECMsVA,2018-10-12,2019-07-23,-1,25
yrJQXySHhem7M3xK,LsBn7v2Z5XXhVGdB,2019-09-14,2019-09-25,-1,25
WraLhD2x5H1MKFLC,ffZ6nGuy1faYRVUy,2019-04-26,2019-08-11,100,15
6eLn4EkVORxQUxF9,5Jw7vkyCrfuJ9a15,2017-09-04,2017-11-20,100,15
JOxf9adq8MZstfLL,f6qr4gt3TP0jnK2f,2018-04-11,2018-06-03,120,20
E8G4ijIVYlVphyrm,qD7GFcpkhoYdlFA4,2018-04-25,2018-06-15,120,20
9ETsq3ahsnSS72K2,kjhQrrmSoHluu47g,2019-04-25,2019-10-03,100,15
hiiMlEVw2VZDEXc4,HAFEjV6Q4pA1HPXC,2019-09-22,2019-11-08,-1,25
oJ9wSHJ4cywQSJm3,nLxhucPjCTU6BJ8I,2017-11-05,2018-04-05,120,20
wohfFv9LQhbjCBtG,m2abVXvoS1YDdOW3,2018-08-10,2019-07-08,-1,25
Thq7jHAC8UseULPY,Ooz6a0sOuQFBgFpE,2019-07-14,2019-08-22,100,15
3cxNFZVkrTIQng0A,aKxS4l0ayaRC6yrq,2019-02-01,2019-03-20,120,20
Ig90dFjGuupws2bI,GF3JUUedDpU5kd5D,2019-01-10,2019-10-25,120,20
JcVdghCMC1iPXalL,PzjKdCm1JsYXRpgu,2018-12-06,2019-05-16,100,15
zT12hDTq9U7xt3h5,uwE1Mg0XTDdcDk92,2019-03-11,2019-10-03,120,20
xXlZ2KpeFgBWWRY1,3ygFmDlPC7Awzgow,2019-02-18,2019-04-14,120,20
4fX4TWris6gSYGlp,YFgZdkkhtwTyTBE6,2019-03-21,2019-12-09,-1,25
rROW3KpfSYxQW9Hs,Q05ZlvLeomsetR3x,2017-12-20,2018-09-26,120,20
FxekO5Dqk5AU0oOD,koyJI6GW4aabnDme,2019-06-24,2019-11-28,-1,25
OWjdlqMaocxhoQ91,UP8qGF2RlYv4Mpfu,2019-01-16,2019-06-15,-1,25
A6hTqSGvarxgYDob,xQsVBErRRFBAUpP8,2017-02-28,2019-09-28,100,15
wipMEOBCi9ZM9lBn,2O5kKqTFNHpS55UG,2019-01-13,2019-06-09,120,20
pjmAq1KKyqD1Ul52,RvyG3WhQVSm7ppM2,2018-12-23,2019-02-28,-1,25
WL24GOjbbHIuBxpq,P9UDDRUi13Thr2E0,2019-02-11,2019-08-08,-1,25
AgvOkpW2qtYDbuFQ,X6jX14Y24SIakZOl,2017-11-16,2019-08-24,100,15
vvlTwE4k7JZU4K1v,p83xxXPRpZwdL1SD,2019-07-20,2019-10-13,-1,25
xBAL7x2TCgoxXDFj,VT6A6bczwn9NivuK,2018-11-21,2019-08-14,-1,25
KEUExsQKpZ0XsmIP,by2799JcZ1dteYB5,2019-04-08,2019-07-10,120,20
IAuJs6yjCi72UyR7,Gw6xEDCFXKHcLZG8,2017-05-26,2019-02-22,100,15
b1V5rdxzwPlSldO6,CpRHFpCXdH4eFQjb,2019-10-21,2019-11-30,100,15
yRw1gSsfJUb6NHb9,LBpvBJAdvckBvMaT,2019-10-31,2019-11-10,120,20
A90A5ET0CPNkut7N,wJOlI5p4vRT6VvmB,2019-07-16,2019-08-18,-1,25
tnGAcf4n2gyuMrnr,vUCgQc5mzsayFYdn,2019-09-09,2019-09-18,100,15
HwnahxWFecDUfZne,kWA0DpPEEdXL1suh,2018-07-15,2019-11-04,120,20
m9Ll4z7LTHmiNNje,ntXmdOM9cnBwrh5g,2017-06-27,2018-06-04,100,15
E7A1DL4ooxJ4N2qn,WeaxDsSng7npCffQ,2017-09-22,2018-09-27,100,15
1VIHZnivn2TPEAAG,LtAxznWuwigRrHht,2019-04-22,2019-09-23,-1,25
qdu0U7cWQJVBzcf0,YJynOKBJ2y0JQJZk,2016-12-03,2018-08-29,100,15
RarsRUelTcGYR3hU,1sB3pKnITlpKNqlo,2019-09-29,2019-11-09,-1,25
shZlUUxS6owrpCdP,KJpsAmX1xDLM2sS6,2018-08-22,2019-02-22,-1,25
momheyJBov1kIvIu,VEsItwByfPKJVLqC,2019-04-24,2019-05-24,100,15
8ekAGWf6XZ1Dm73s,ILrLIevKszVdBBHg,2018-10-07,2019-10-01,-1,25
PDJ1eNBD3CA0BF3b,vWZPd6o41WLH7YHW,2019-04-01,2019-06-28,-1,25
K5KNRJqgvuYJcfue,TEBNn5qyoav1Li6P,2018-05-31,2018-09-29,120,20
cb8bQYRgMIuInYSi,NIuNZwhU3zYSwZow,2018-07-05,2019-03-15,120,20
N4fZb6OkPHWmGWhx,t0a5R6HzdserBP1l,2019-04-18,2019-05-25,100,15
nnJUV6CDism9hYwB,CDxT1zt0eMLaXVfF,2018-03-01,2019-07-20,120,20
0wqeKw5PrpWm7G8A,m1hVKqKRJs3z1ZIk,2019-07-29,2019-10-19,120,20
Y4cLNonlmddD1rAB,Aox9nVSvwBD4sOYy,2016-12-10,2018-04-30,100,15
7i6mzA4LobO3GzsQ,fRu7MlG3JGg4rX72,2019-07-31,2019-08-24,100,15
t09OTEvGBjmcbIbc,ZcnTGGKW9d0bdXan,2017-05-14,2018-08-27,100,15
lLsajEvuSRJ4qM9T,NcwQxvnvT2JYDCFj,2017-11-22,2019-07-09,100,15
EkawRTGFXHW0K3Yl,Gmwkf2pXxGfzP6rk,2018-08-10,2019-04-20,-1,25
oLup6PSNbNXX8aBm,D9H8Hk7ZggG3p4cV,2019-07-18,2019-08-28,-1,25
HPyHu52BBi5vOIcf,i8S0rsVbhttUGI8z,2018-11-13,2019-12-04,-1,25
QCVFOTBqIjcCP2x8,ZNBWKK97RCrp52Y6,2019-10-18,2019-11-13,-1,25
djihaEW82GrJqJvD,pEmSWLyeFMGD6kDr,2018-12-28,2019-11-21,-1,25
bcCXPb0tOrZiPKGF,dMymZ3rTzF7A5T0N,2018-12-05,2019-04-05,-1,25
jfLhawMjU31Xf0qS,nJQcNO5HEdScxUvl,2019-11-13,2019-11-27,-1,25
jn34bTSAjNc0NHfL,tjbsjFbSzWGHLXh1,2019-04-19,2019-05-02,-1,25
1xOKfakgfH2xEjyx,CG89JEbSjKIAqTI2,2019-11-30,2019-12-11,-1,25
6yPTzvFtodPbwXAp,BZPpOlsxhBF24iV3,2018-10-01,2018-12-28,-1,25
448lwl7QVMNkz6iy,7WGEr9uLQt59gLHh,2018-02-28,2019-10-25,100,15
zEKqyfMzopp1gWWC,6jF3OOnRstEdiEON,2019-09-11,2019-09-29,-1,25
1rdm1CVHj8JUm5MK,ICRxg0kMorfEtEV4,2018-05-05,2019-03-04,120,20
wsOzW46UgadqqlzR,2kbuJExpc3GuP4Ei,2017-12-18,2018-09-29,120,20
TPjyPMj0JBuQfWJK,H5yoDB5HE4iRVAX0,2018-02-11,2019-04-14,120,20
sIOU1IUM5Fqg3a9m,keuG3pbsdV90GwuT,2019-06-07,2019-12-11,-1,25
lfp7UOIGO6Va61n3,BnruuXtRUZLJHytW,2019-11-11,2019-11-30,-1,25
ijJ3IQTUyrzCobG9,7YnqISgUQEElpjNo,2019-01-13,2019-03-11,-1,25
OfeGgbDI84tn645h,UzEwrj7NWxM4XGuc,2019-12-02,2019-12-09,-1,25
YlAA5OtIxMxzH1nY,ITwfqL4NkIQKeVeg,2019-03-10,2019-11-06,-1,25
0FfgoXHKiyx2Z7xC,yYmCEi9qWMI3ADiZ,2019-09-27,2019-11-01,-1,25
dVAlE44dSyPfVgsK,EF29UcSf9iBzpIXI,2018-12-15,2019-07-03,-1,25
TJNvhYOmGddcNMCk,baiNYAX49UrOYvlx,2019-06-26,2019-09-22,100,15
FPOCfyvEWDPxtfND,uYvCMA3LlS4Ffkqk,2019-02-20,2019-02-22,120,20
W2tlQTCkKeqGJm91,KpJj7YhVb1xb8b4m,2019-02-05,2019-02-12,-1,25
QvN8mlyIvM729fdz,bpKP11nZXdlNV53O,2018-06-10,2018-09-06,120,20
8l3LbNZwxgoHMZ7E,XklamBxwxVM6tKGk,2017-11-19,2018-03-20,100,15
hPsMhfmD1Kxh9m1g,2KfBzzTJedScvybR,2018-12-21,2019-01-05,-1,25
J1giMcBMSBWMO7HA,EcYiL9DXnodBqONA,2017-03-09,2018-01-09,100,15
5dttzGUaaMISJtTx,IxlJP1BNl8f3SfKm,2017-09-11,2018-02-01,100,15
xlanzWMeh8J7MKpg,lYSzV377sjqvprXo,2019-02-23,2019-06-03,100,15
fl6vUPnd1xWFGmRG,Dim8N8c1IBXgaVXY,2019-05-26,2019-07-21,120,20
jIPiIOB7Ud8LnKtP,IMjE1ZtbkpGKmv8c,2019-04-10,2019-08-28,120,20
xhkzZJzVdalGWRwy,4CTH2cVW4pEViTRN,2019-09-20,2019-11-02,100,15
fJx8YNgfCD5XNikG,vDzxUOWgrFxH3fGt,2019-03-10,2019-04-10,120,20
0IpCNLMMiFKcLgUf,u3NugcRubP6SWXwq,2016-11-04,2019-03-20,100,15
v3kNupoZAIZpMGDu,VNlozfsm0dYuZRXe,2016-11-16,2018-02-26,100,15
n9geqRdqfldKivYq,WqUJ9OAq6Gjd0kNk,2018-09-20,2019-07-12,-1,25
vJOU71xmihx94cdA,ZjXucAROkbdhlQzt,2019-12-15,2019-12-15,120,20
XhSUNzOW3XLoZicS,eATyOZ21oNSaCFUu,2019-03-27,2019-06-01,-1,25
zNoGYri15duJDj8B,fJA626mYL4wbPmaD,2018-08-24,2019-01-14,-1,25
VrDEMfuZsMOWw0QS,bWLzpNK1Zl9TZ9Mg,2019-07-15,2019-09-10,-1,25
QoPPOx6cNkRpfTgd,C0V1prg5NfYf90ue,2018-11-27,2019-11-09,-1,25
XAMQALvHBMWBXB8e,qwYfmRXRaTb6FBHU,2018-06-23,2019-10-08,120,20
tr6yTHUPDhfAaHgd,qppifg4Np0GhO1Q0,2018-10-14,2019-03-13,-1,25
6cBT5kuYA8By8YPc,45TccdkLoXfjST3q,2019-11-20,2019-11-20,100,15
mqvzgJ4hujb0FbId,eAJl4Ez9otXpsF2n,2018-07-20,2018-07-31,100,15
91OHiFnUZ3QpGDHm,9De1ze9cSYmj3AW8,2019-08-22,2019-09-19,100,15
hWtbrkDse22oFMIt,QZjOQkuRkcLLSLoo,2018-10-13,2019-07-30,-1,25
0RiBeNZkjHcihes2,wngkCWLjQuTRJepN,2018-12-28,2019-11-10,100,15
BdS5ssCTTsYngCcN,xPlnO6Wip32tVt2y,2016-07-21,2019-08-11,100,15
oKz6vYdMx8hmDSBF,deVRaGMCDJdKI7rF,2019-09-16,2019-12-11,-1,25
BMfLWT8T9N293Iew,wBMHJTbp7XYJI8bf,2016-09-13,2017-07-10,100,15
C0bvzpKDD0iR93g9,c044XvhpIt8bXQ0G,2019-04-03,2019-09-05,120,20
3pmbqjaOeBMOLnXm,yIqp7Rc2fEifjxq1,2018-12-16,2019-04-19,-1,25
4HRKhJQOqAYM6h2J,NX0Mny2kvpCW59oG,2017-03-03,2017-12-07,100,15
N43rtFZCYxXbjvdp,uOgPOwir6yxdouZL,2019-03-27,2019-04-06,120,20
WEKqRhONOlgj63yT,4e9UvpBR9apydJH9,2017-03-03,2018-08-06,100,15
RzYw8hN4SVxOekvE,Y9Img9nCI8GwyHUK,2018-02-27,2018-05-30,100,15
3F85gf8ShehU8vYw,N2BYY2NcZFjSDBnC,2017-12-26,2019-03-15,120,20
vwelGOgjeqW3htqq,Q1Kx22Q9LuzDeMwS,2018-11-03,2019-02-10,-1,25
ZfI0qAfmoStYDrhG,p7CssHI1CmUmG8zo,2017-06-21,2019-06-17,100,15
WAE63PuEF7ox98Wc,dIcwilKI5ciM5oqi,2018-12-31,2019-05-18,-1,25
3IRotuKpm19on0Sq,CbT2cfkDAuG7lq7L,2019-07-14,2019-12-05,-1,25
uOsdGNBWiIF6Ps2A,ploygcshGfHn7xbE,2019-05-06,2019-07-13,100,15
G2mKenbS6Wx7lvc9,hfWUSRj4HTU0VNf0,2019-07-04,2019-08-05,120,20
z3QwnAS5OkZ6mpyb,et6qcdgfGl2894Uk,2017-01-21,2018-02-24,100,15
oBIw9rU3mJDFTJrI,X93CMJiuuAMpcuyE,2019-10-17,2019-11-26,-1,25
YZFg5nHHZlYcnEQ6,15CatzgyY6u1sdXK,2018-12-29,2019-09-03,-1,25
02BSjMyVkaQtzAVb,4pT6n8pGHHhr9Zsz,2018-04-12,2018-10-22,120,20
tu89ycJJ3PRLKUJX,djio1FXWANqXj9Pv,2018-06-04,2018-08-07,100,15
rdleot2X4wjnBtPG,vqS6DJUMSGR2SKA8,2018-07-04,2018-08-28,100,15
tW0pSlfkm2YFpC31,yNmT54MOvkaXukx1,2017-10-10,2019-12-06,120,20
M3UAvMkv7YeCK14q,XiVH0SdXHaibz7bx,2019-06-17,2019-09-02,-1,25
xPbIcnM3p2B81kyk,Bo74VM0Org2jV8iS,2018-07-27,2019-02-27,120,20
BqT0ySNz5GzmK29r,Dauxa9C7Rk6Wbocv,2019-08-13,2019-12-03,120,20
gkIJRXdUbMMMcsbg,bjtATIXGXAD0JF3Y,2019-08-24,2019-10-05,-1,25
6VeHsj9xN54JM7nM,09vsp1VwBkLggO3T,2017-01-24,2019-03-16,100,15
vAof1aJNFKvu6293,CqxGAX9x2OYHAHcc,2017-08-23,2019-09-21,100,15
1AwVpvIDDSK6ksT9,dgeIQMWosf5zZaWa,2019-03-04,2019-11-12,100,15
zHHSLHGwXrvDyY3i,xxbpey8kdxQGGDSB,2019-10-20,2019-12-03,-1,25
Hg5oX6gWF4zD4ump,rJM3IBxCDCsQj48R,2018-09-29,2019-02-05,120,20
jBZv8YVXIys31YBB,nXmYsKZkeBcUu9ZI,2019-08-14,2019-09-29,120,20
Mg7iUkcXMqw360l1,0gw4BSMCGnjHzpUP,2018-10-30,2019-07-09,-1,25
p5mFG1sra3mYkESM,oXyaCvaeceCdjSLv,2019-03-28,2019-05-25,120,20
jCRwnjZ65zTa0nZr,4axIq3x0s25gh3Uz,2019-01-21,2019-10-23,-1,25
dEEDV5G9StFsw7vo,WgS9tJ3fEWDZqUeU,2018-06-22,2018-08-01,120,20
4lgmF1EntqzTxkFb,XYUgaWl63JWMMAAL,2019-03-29,2019-11-06,-1,25
Rf8HSGNWpi5X3RbH,UgDRQhl3yrdmwu0B,2019-05-02,2019-09-20,-1,25
