date_id,quarter,year,month,day
63,1,2016,March,2016-3-7
64,1,2016,March,2016-3-8
65,1,2016,March,2016-3-9
66,1,2016,March,2016-3-10
67,1,2016,March,2016-3-11
68,1,2016,March,2016-3-12
69,1,2016,March,2016-3-13
70,1,2016,March,2016-3-14
71,1,2016,March,2016-3-15
72,1,2016,March,2016-3-16
73,1,2016,March,2016-3-17
74,1,2016,March,2016-3-18
75,1,2016,March,2016-3-19
76,1,2016,March,2016-3-20
77,1,2016,March,2016-3-21
78,1,2016,March,2016-3-22
79,1,2016,March,2016-3-23
80,1,2016,March,2016-3-24
81,1,2016,March,2016-3-25
82,1,2016,March,2016-3-26
83,1,2016,March,2016-3-27
84,1,2016,March,2016-3-28
85,1,2016,March,2016-3-29
86,1,2016,March,2016-3-30
87,2,2016,April,2016-4-1
88,2,2016,April,2016-4-2
89,2,2016,April,2016-4-3
90,2,2016,April,2016-4-4
91,2,2016,April,2016-4-5
92,2,2016,April,2016-4-6
93,2,2016,April,2016-4-7
94,2,2016,April,2016-4-8
95,2,2016,April,2016-4-9
96,2,2016,April,2016-4-10
97,2,2016,April,2016-4-11
98,2,2016,April,2016-4-12
99,2,2016,April,2016-4-13
100,2,2016,April,2016-4-14
101,2,2016,April,2016-4-15
102,2,2016,April,2016-4-16
103,2,2016,April,2016-4-17
104,2,2016,April,2016-4-18
105,2,2016,April,2016-4-19
106,2,2016,April,2016-4-20
107,2,2016,April,2016-4-21
108,2,2016,April,2016-4-22
109,2,2016,April,2016-4-23
110,2,2016,April,2016-4-24
111,2,2016,April,2016-4-25
112,2,2016,April,2016-4-26
113,2,2016,April,2016-4-27
114,2,2016,April,2016-4-28
115,2,2016,April,2016-4-29
116,2,2016,May,2016-5-1
117,2,2016,May,2016-5-2
118,2,2016,May,2016-5-3
119,2,2016,May,2016-5-4
120,2,2016,May,2016-5-5
121,2,2016,May,2016-5-6
122,2,2016,May,2016-5-7
123,2,2016,May,2016-5-8
124,2,2016,May,2016-5-9
125,2,2016,May,2016-5-10
126,2,2016,May,2016-5-11
127,2,2016,May,2016-5-12
128,2,2016,May,2016-5-13
129,2,2016,May,2016-5-14
130,2,2016,May,2016-5-15
131,2,2016,May,2016-5-16
132,2,2016,May,2016-5-17
133,2,2016,May,2016-5-18
134,2,2016,May,2016-5-19
135,2,2016,May,2016-5-20
136,2,2016,May,2016-5-21
137,2,2016,May,2016-5-22
138,2,2016,May,2016-5-23
139,2,2016,May,2016-5-24
140,2,2016,May,2016-5-25
141,2,2016,May,2016-5-26
142,2,2016,May,2016-5-27
143,2,2016,May,2016-5-28
144,2,2016,May,2016-5-29
145,2,2016,May,2016-5-30
146,2,2016,June,2016-6-1
147,2,2016,June,2016-6-2
148,2,2016,June,2016-6-3
149,2,2016,June,2016-6-4
150,2,2016,June,2016-6-5
151,2,2016,June,2016-6-6
152,2,2016,June,2016-6-7
153,2,2016,June,2016-6-8
154,2,2016,June,2016-6-9
155,2,2016,June,2016-6-10
156,2,2016,June,2016-6-11
157,2,2016,June,2016-6-12
158,2,2016,June,2016-6-13
159,2,2016,June,2016-6-14
160,2,2016,June,2016-6-15
161,2,2016,June,2016-6-16
162,2,2016,June,2016-6-17
163,2,2016,June,2016-6-18
164,2,2016,June,2016-6-19
165,2,2016,June,2016-6-20
166,2,2016,June,2016-6-21
167,2,2016,June,2016-6-22
168,2,2016,June,2016-6-23
169,2,2016,June,2016-6-24
170,2,2016,June,2016-6-25
171,2,2016,June,2016-6-26
172,2,2016,June,2016-6-27
173,2,2016,June,2016-6-28
174,2,2016,June,2016-6-29
175,3,2016,July,2016-7-1
176,3,2016,July,2016-7-2
177,3,2016,July,2016-7-3
178,3,2016,July,2016-7-4
179,3,2016,July,2016-7-5
180,3,2016,July,2016-7-6
181,3,2016,July,2016-7-7
182,3,2016,July,2016-7-8
183,3,2016,July,2016-7-9
184,3,2016,July,2016-7-10
185,3,2016,July,2016-7-11
186,3,2016,July,2016-7-12
187,3,2016,July,2016-7-13
188,3,2016,July,2016-7-14
189,3,2016,July,2016-7-15
190,3,2016,July,2016-7-16
191,3,2016,July,2016-7-17
192,3,2016,July,2016-7-18
193,3,2016,July,2016-7-19
194,3,2016,July,2016-7-20
195,3,2016,July,2016-7-21
196,3,2016,July,2016-7-22
197,3,2016,July,2016-7-23
198,3,2016,July,2016-7-24
199,3,2016,July,2016-7-25
200,3,2016,July,2016-7-26
201,3,2016,July,2016-7-27
202,3,2016,July,2016-7-28
203,3,2016,July,2016-7-29
204,3,2016,July,2016-7-30
205,3,2016,August,2016-8-1
206,3,2016,August,2016-8-2
207,3,2016,August,2016-8-3
208,3,2016,August,2016-8-4
209,3,2016,August,2016-8-5
210,3,2016,August,2016-8-6
211,3,2016,August,2016-8-7
212,3,2016,August,2016-8-8
213,3,2016,August,2016-8-9
214,3,2016,August,2016-8-10
215,3,2016,August,2016-8-11
216,3,2016,August,2016-8-12
217,3,2016,August,2016-8-13
218,3,2016,August,2016-8-14
219,3,2016,August,2016-8-15
220,3,2016,August,2016-8-16
221,3,2016,August,2016-8-17
222,3,2016,August,2016-8-18
223,3,2016,August,2016-8-19
224,3,2016,August,2016-8-20
225,3,2016,August,2016-8-21
226,3,2016,August,2016-8-22
227,3,2016,August,2016-8-23
228,3,2016,August,2016-8-24
229,3,2016,August,2016-8-25
230,3,2016,August,2016-8-26
231,3,2016,August,2016-8-27
232,3,2016,August,2016-8-28
233,3,2016,August,2016-8-29
234,3,2016,September,2016-9-1
235,3,2016,September,2016-9-2
236,3,2016,September,2016-9-3
237,3,2016,September,2016-9-4
238,3,2016,September,2016-9-5
239,3,2016,September,2016-9-6
240,3,2016,September,2016-9-7
241,3,2016,September,2016-9-8
242,3,2016,September,2016-9-9
243,3,2016,September,2016-9-10
244,3,2016,September,2016-9-11
245,3,2016,September,2016-9-12
246,3,2016,September,2016-9-13
247,3,2016,September,2016-9-14
248,3,2016,September,2016-9-15
249,3,2016,September,2016-9-16
250,3,2016,September,2016-9-17
251,3,2016,September,2016-9-18
252,3,2016,September,2016-9-19
253,3,2016,September,2016-9-20
254,3,2016,September,2016-9-21
255,3,2016,September,2016-9-22
256,3,2016,September,2016-9-23
257,3,2016,September,2016-9-24
258,3,2016,September,2016-9-25
259,3,2016,September,2016-9-26
260,3,2016,September,2016-9-27
261,3,2016,September,2016-9-28
262,3,2016,September,2016-9-29
263,3,2016,September,2016-9-30
264,4,2016,October,2016-10-1
265,4,2016,October,2016-10-2
266,4,2016,October,2016-10-3
267,4,2016,October,2016-10-4
268,4,2016,October,2016-10-5
269,4,2016,October,2016-10-6
270,4,2016,October,2016-10-7
271,4,2016,October,2016-10-8
272,4,2016,October,2016-10-9
273,4,2016,October,2016-10-10
274,4,2016,October,2016-10-11
275,4,2016,October,2016-10-12
276,4,2016,October,2016-10-13
277,4,2016,October,2016-10-14
278,4,2016,October,2016-10-15
279,4,2016,October,2016-10-16
280,4,2016,October,2016-10-17
281,4,2016,October,2016-10-18
282,4,2016,October,2016-10-19
283,4,2016,October,2016-10-20
284,4,2016,October,2016-10-21
285,4,2016,October,2016-10-22
286,4,2016,October,2016-10-23
287,4,2016,October,2016-10-24
288,4,2016,October,2016-10-25
289,4,2016,October,2016-10-26
290,4,2016,October,2016-10-27
291,4,2016,October,2016-10-28
292,4,2016,October,2016-10-29
293,4,2016,November,2016-11-1
294,4,2016,November,2016-11-2
295,4,2016,November,2016-11-3
296,4,2016,November,2016-11-4
297,4,2016,November,2016-11-5
298,4,2016,November,2016-11-6
299,4,2016,November,2016-11-7
300,4,2016,November,2016-11-8
301,4,2016,November,2016-11-9
302,4,2016,November,2016-11-10
303,4,2016,November,2016-11-11
304,4,2016,November,2016-11-12
305,4,2016,November,2016-11-13
306,4,2016,November,2016-11-14
307,4,2016,November,2016-11-15
308,4,2016,November,2016-11-16
309,4,2016,November,2016-11-17
310,4,2016,November,2016-11-18
311,4,2016,November,2016-11-19
312,4,2016,November,2016-11-20
313,4,2016,November,2016-11-21
314,4,2016,November,2016-11-22
315,4,2016,November,2016-11-23
316,4,2016,November,2016-11-24
317,4,2016,November,2016-11-25
318,4,2016,November,2016-11-26
319,4,2016,November,2016-11-27
320,4,2016,November,2016-11-28
321,4,2016,November,2016-11-29
322,4,2016,November,2016-11-30
323,1,2017,January,2017-1-1
324,1,2017,January,2017-1-2
325,1,2017,January,2017-1-3
326,1,2017,January,2017-1-4
327,1,2017,January,2017-1-5
328,1,2017,January,2017-1-6
329,1,2017,January,2017-1-7
330,1,2017,January,2017-1-8
331,1,2017,January,2017-1-9
332,1,2017,January,2017-1-10
333,1,2017,January,2017-1-11
334,1,2017,January,2017-1-12
335,1,2017,January,2017-1-13
336,1,2017,January,2017-1-14
337,1,2017,January,2017-1-15
338,1,2017,January,2017-1-16
339,1,2017,January,2017-1-17
340,1,2017,January,2017-1-18
341,1,2017,January,2017-1-19
342,1,2017,January,2017-1-20
343,1,2017,January,2017-1-21
344,1,2017,January,2017-1-22
345,1,2017,January,2017-1-23
346,1,2017,January,2017-1-24
347,1,2017,January,2017-1-25
348,1,2017,January,2017-1-26
349,1,2017,January,2017-1-27
350,1,2017,January,2017-1-28
351,1,2017,January,2017-1-29
352,1,2017,January,2017-1-30
353,1,2017,February,2017-2-1
354,1,2017,February,2017-2-2
355,1,2017,February,2017-2-3
356,1,2017,February,2017-2-4
357,1,2017,February,2017-2-5
358,1,2017,February,2017-2-6
359,1,2017,February,2017-2-7
360,1,2017,February,2017-2-8
361,1,2017,February,2017-2-9
362,1,2017,February,2017-2-10
363,1,2017,February,2017-2-11
364,1,2017,February,2017-2-12
365,1,2017,February,2017-2-13
366,1,2017,February,2017-2-14
367,1,2017,February,2017-2-15
368,1,2017,February,2017-2-16
369,1,2017,February,2017-2-17
370,1,2017,February,2017-2-18
371,1,2017,February,2017-2-19
372,1,2017,February,2017-2-20
373,1,2017,February,2017-2-21
374,1,2017,February,2017-2-22
375,1,2017,February,2017-2-23
376,1,2017,February,2017-2-24
377,1,2017,February,2017-2-25
378,1,2017,February,2017-2-26
379,1,2017,February,2017-2-27
380,1,2017,March,2017-3-1
381,1,2017,March,2017-3-2
382,1,2017,March,2017-3-3
383,1,2017,March,2017-3-4
384,1,2017,March,2017-3-5
385,1,2017,March,2017-3-6
386,1,2017,March,2017-3-7
387,1,2017,March,2017-3-8
388,1,2017,March,2017-3-9
389,1,2017,March,2017-3-10
390,1,2017,March,2017-3-11
391,1,2017,March,2017-3-12
392,1,2017,March,2017-3-13
393,1,2017,March,2017-3-14
394,1,2017,March,2017-3-15
395,1,2017,March,2017-3-16
396,1,2017,March,2017-3-17
397,1,2017,March,2017-3-18
398,1,2017,March,2017-3-19
399,1,2017,March,2017-3-20
400,1,2017,March,2017-3-21
401,1,2017,March,2017-3-22
402,1,2017,March,2017-3-23
403,1,2017,March,2017-3-24
404,1,2017,March,2017-3-25
405,1,2017,March,2017-3-26
406,1,2017,March,2017-3-27
407,1,2017,March,2017-3-28
408,1,2017,March,2017-3-29
409,1,2017,March,2017-3-30
410,2,2017,April,2017-4-1
411,2,2017,April,2017-4-2
412,2,2017,April,2017-4-3
413,2,2017,April,2017-4-4
414,2,2017,April,2017-4-5
415,2,2017,April,2017-4-6
416,2,2017,April,2017-4-7
417,2,2017,April,2017-4-8
418,2,2017,April,2017-4-9
419,2,2017,April,2017-4-10
420,2,2017,April,2017-4-11
421,2,2017,April,2017-4-12
422,2,2017,April,2017-4-13
423,2,2017,April,2017-4-14
424,2,2017,April,2017-4-15
425,2,2017,April,2017-4-16
426,2,2017,April,2017-4-17
427,2,2017,April,2017-4-18
428,2,2017,April,2017-4-19
429,2,2017,April,2017-4-20
430,2,2017,April,2017-4-21
431,2,2017,April,2017-4-22
432,2,2017,April,2017-4-23
433,2,2017,April,2017-4-24
434,2,2017,April,2017-4-25
435,2,2017,April,2017-4-26
436,2,2017,April,2017-4-27
437,2,2017,April,2017-4-28
438,2,2017,April,2017-4-29
439,2,2017,May,2017-5-1
440,2,2017,May,2017-5-2
441,2,2017,May,2017-5-3
442,2,2017,May,2017-5-4
443,2,2017,May,2017-5-5
444,2,2017,May,2017-5-6
445,2,2017,May,2017-5-7
446,2,2017,May,2017-5-8
447,2,2017,May,2017-5-9
448,2,2017,May,2017-5-10
449,2,2017,May,2017-5-11
450,2,2017,May,2017-5-12
451,2,2017,May,2017-5-13
452,2,2017,May,2017-5-14
453,2,2017,May,2017-5-15
454,2,2017,May,2017-5-16
455,2,2017,May,2017-5-17
456,2,2017,May,2017-5-18
457,2,2017,May,2017-5-19
458,2,2017,May,2017-5-20
459,2,2017,May,2017-5-21
460,2,2017,May,2017-5-22
461,2,2017,May,2017-5-23
462,2,2017,May,2017-5-24
463,2,2017,May,2017-5-25
464,2,2017,May,2017-5-26
465,2,2017,May,2017-5-27
466,2,2017,May,2017-5-28
467,2,2017,May,2017-5-29
468,2,2017,May,2017-5-30
469,2,2017,June,2017-6-1
470,2,2017,June,2017-6-2
471,2,2017,June,2017-6-3
472,2,2017,June,2017-6-4
473,2,2017,June,2017-6-5
474,2,2017,June,2017-6-6
475,2,2017,June,2017-6-7
476,2,2017,June,2017-6-8
477,2,2017,June,2017-6-9
478,2,2017,June,2017-6-10
479,2,2017,June,2017-6-11
480,2,2017,June,2017-6-12
481,2,2017,June,2017-6-13
482,2,2017,June,2017-6-14
483,2,2017,June,2017-6-15
484,2,2017,June,2017-6-16
485,2,2017,June,2017-6-17
486,2,2017,June,2017-6-18
487,2,2017,June,2017-6-19
488,2,2017,June,2017-6-20
489,2,2017,June,2017-6-21
490,2,2017,June,2017-6-22
491,2,2017,June,2017-6-23
492,2,2017,June,2017-6-24
493,2,2017,June,2017-6-25
494,2,2017,June,2017-6-26
495,2,2017,June,2017-6-27
496,2,2017,June,2017-6-28
497,2,2017,June,2017-6-29
498,3,2017,July,2017-7-1
499,3,2017,July,2017-7-2
500,3,2017,July,2017-7-3
501,3,2017,July,2017-7-4
502,3,2017,July,2017-7-5
503,3,2017,July,2017-7-6
504,3,2017,July,2017-7-7
505,3,2017,July,2017-7-8
506,3,2017,July,2017-7-9
507,3,2017,July,2017-7-10
508,3,2017,July,2017-7-11
509,3,2017,July,2017-7-12
510,3,2017,July,2017-7-13
511,3,2017,July,2017-7-14
512,3,2017,July,2017-7-15
513,3,2017,July,2017-7-16
514,3,2017,July,2017-7-17
515,3,2017,July,2017-7-18
516,3,2017,July,2017-7-19
517,3,2017,July,2017-7-20
518,3,2017,July,2017-7-21
519,3,2017,July,2017-7-22
520,3,2017,July,2017-7-23
521,3,2017,July,2017-7-24
522,3,2017,July,2017-7-25
523,3,2017,July,2017-7-26
524,3,2017,July,2017-7-27
525,3,2017,July,2017-7-28
526,3,2017,July,2017-7-29
527,3,2017,July,2017-7-30
528,3,2017,August,2017-8-1
529,3,2017,August,2017-8-2
530,3,2017,August,2017-8-3
531,3,2017,August,2017-8-4
532,3,2017,August,2017-8-5
533,3,2017,August,2017-8-6
534,3,2017,August,2017-8-7
535,3,2017,August,2017-8-8
536,3,2017,August,2017-8-9
537,3,2017,August,2017-8-10
538,3,2017,August,2017-8-11
539,3,2017,August,2017-8-12
540,3,2017,August,2017-8-13
541,3,2017,August,2017-8-14
542,3,2017,August,2017-8-15
543,3,2017,August,2017-8-16
544,3,2017,August,2017-8-17
545,3,2017,August,2017-8-18
546,3,2017,August,2017-8-19
547,3,2017,August,2017-8-20
548,3,2017,August,2017-8-21
549,3,2017,August,2017-8-22
550,3,2017,August,2017-8-23
551,3,2017,August,2017-8-24
552,3,2017,August,2017-8-25
553,3,2017,August,2017-8-26
554,3,2017,August,2017-8-27
555,3,2017,August,2017-8-28
556,3,2017,August,2017-8-29
557,3,2017,September,2017-9-1
558,3,2017,September,2017-9-2
559,3,2017,September,2017-9-3
560,3,2017,September,2017-9-4
561,3,2017,September,2017-9-5
562,3,2017,September,2017-9-6
563,3,2017,September,2017-9-7
564,3,2017,September,2017-9-8
565,3,2017,September,2017-9-9
566,3,2017,September,2017-9-10
567,3,2017,September,2017-9-11
568,3,2017,September,2017-9-12
569,3,2017,September,2017-9-13
570,3,2017,September,2017-9-14
571,3,2017,September,2017-9-15
572,3,2017,September,2017-9-16
573,3,2017,September,2017-9-17
574,3,2017,September,2017-9-18
575,3,2017,September,2017-9-19
576,3,2017,September,2017-9-20
577,3,2017,September,2017-9-21
578,3,2017,September,2017-9-22
579,3,2017,September,2017-9-23
580,3,2017,September,2017-9-24
581,3,2017,September,2017-9-25
582,3,2017,September,2017-9-26
583,3,2017,September,2017-9-27
584,3,2017,September,2017-9-28
585,3,2017,September,2017-9-29
586,3,2017,September,2017-9-30
587,4,2017,October,2017-10-1
588,4,2017,October,2017-10-2
589,4,2017,October,2017-10-3
590,4,2017,October,2017-10-4
591,4,2017,October,2017-10-5
592,4,2017,October,2017-10-6
593,4,2017,October,2017-10-7
594,4,2017,October,2017-10-8
595,4,2017,October,2017-10-9
596,4,2017,October,2017-10-10
597,4,2017,October,2017-10-11
598,4,2017,October,2017-10-12
599,4,2017,October,2017-10-13
600,4,2017,October,2017-10-14
601,4,2017,October,2017-10-15
602,4,2017,October,2017-10-16
603,4,2017,October,2017-10-17
604,4,2017,October,2017-10-18
605,4,2017,October,2017-10-19
606,4,2017,October,2017-10-20
607,4,2017,October,2017-10-21
608,4,2017,October,2017-10-22
609,4,2017,October,2017-10-23
610,4,2017,October,2017-10-24
611,4,2017,October,2017-10-25
612,4,2017,October,2017-10-26
613,4,2017,October,2017-10-27
614,4,2017,October,2017-10-28
615,4,2017,October,2017-10-29
616,4,2017,November,2017-11-1
617,4,2017,November,2017-11-2
618,4,2017,November,2017-11-3
619,4,2017,November,2017-11-4
620,4,2017,November,2017-11-5
621,4,2017,November,2017-11-6
622,4,2017,November,2017-11-7
623,4,2017,November,2017-11-8
624,4,2017,November,2017-11-9
625,4,2017,November,2017-11-10
626,4,2017,November,2017-11-11
627,4,2017,November,2017-11-12
628,4,2017,November,2017-11-13
629,4,2017,November,2017-11-14
630,4,2017,November,2017-11-15
631,4,2017,November,2017-11-16
632,4,2017,November,2017-11-17
633,4,2017,November,2017-11-18
634,4,2017,November,2017-11-19
635,4,2017,November,2017-11-20
636,4,2017,November,2017-11-21
637,4,2017,November,2017-11-22
638,4,2017,November,2017-11-23
639,4,2017,November,2017-11-24
640,4,2017,November,2017-11-25
641,4,2017,November,2017-11-26
642,4,2017,November,2017-11-27
643,4,2017,November,2017-11-28
644,4,2017,November,2017-11-29
645,4,2017,November,2017-11-30
646,1,2018,January,2018-1-1
647,1,2018,January,2018-1-2
648,1,2018,January,2018-1-3
649,1,2018,January,2018-1-4
650,1,2018,January,2018-1-5
651,1,2018,January,2018-1-6
652,1,2018,January,2018-1-7
653,1,2018,January,2018-1-8
654,1,2018,January,2018-1-9
655,1,2018,January,2018-1-10
656,1,2018,January,2018-1-11
657,1,2018,January,2018-1-12
658,1,2018,January,2018-1-13
659,1,2018,January,2018-1-14
660,1,2018,January,2018-1-15
661,1,2018,January,2018-1-16
662,1,2018,January,2018-1-17
663,1,2018,January,2018-1-18
664,1,2018,January,2018-1-19
665,1,2018,January,2018-1-20
666,1,2018,January,2018-1-21
667,1,2018,January,2018-1-22
668,1,2018,January,2018-1-23
669,1,2018,January,2018-1-24
670,1,2018,January,2018-1-25
671,1,2018,January,2018-1-26
672,1,2018,January,2018-1-27
673,1,2018,January,2018-1-28
674,1,2018,January,2018-1-29
675,1,2018,January,2018-1-30
676,1,2018,February,2018-2-1
677,1,2018,February,2018-2-2
678,1,2018,February,2018-2-3
679,1,2018,February,2018-2-4
680,1,2018,February,2018-2-5
681,1,2018,February,2018-2-6
682,1,2018,February,2018-2-7
683,1,2018,February,2018-2-8
684,1,2018,February,2018-2-9
685,1,2018,February,2018-2-10
686,1,2018,February,2018-2-11
687,1,2018,February,2018-2-12
688,1,2018,February,2018-2-13
689,1,2018,February,2018-2-14
690,1,2018,February,2018-2-15
691,1,2018,February,2018-2-16
692,1,2018,February,2018-2-17
693,1,2018,February,2018-2-18
694,1,2018,February,2018-2-19
695,1,2018,February,2018-2-20
696,1,2018,February,2018-2-21
697,1,2018,February,2018-2-22
698,1,2018,February,2018-2-23
699,1,2018,February,2018-2-24
700,1,2018,February,2018-2-25
701,1,2018,February,2018-2-26
702,1,2018,February,2018-2-27
703,1,2018,March,2018-3-1
704,1,2018,March,2018-3-2
705,1,2018,March,2018-3-3
706,1,2018,March,2018-3-4
707,1,2018,March,2018-3-5
708,1,2018,March,2018-3-6
709,1,2018,March,2018-3-7
710,1,2018,March,2018-3-8
711,1,2018,March,2018-3-9
712,1,2018,March,2018-3-10
713,1,2018,March,2018-3-11
714,1,2018,March,2018-3-12
715,1,2018,March,2018-3-13
716,1,2018,March,2018-3-14
717,1,2018,March,2018-3-15
718,1,2018,March,2018-3-16
719,1,2018,March,2018-3-17
720,1,2018,March,2018-3-17
